country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,9.0,25.0,25.0,36.0,36.0,36.0,41.0,53.0,71.0,73.0,76.0,76.0,102.0,102.0,112.0,183.0,252.0,330.0,373.0,411.0,477.0,498.0,599.0,642.0,672.0,686.0,686.0,713.0,745.0,755.0,799.0,824.0,834.0,847.0,872.0,886.0,900.0,905.0,935.0,950.0,972.0,1018.0,1033.0,1052.0,1055.0,1064.0,1064.0,1064.0,1079.0,1079.0,1185.0,1241.0,1241.0,1286.0,1504.0,1521.0,1607.0,1636.0,1685.0,1707.0,1815.0,1877.0,2013.0,2139.0,2260.0,2519.0,2730.0,2823.0,2950.0,3183.0,3324.0,3411.0,3527.0,3565.0,3565.0,3859.0,3952.0,3989.0,4182.0,4269.0,4348.0,4348.0,4348.0,4433.0,4524.0,4550.0,4564.0,4580.0,4580.0,4593.0,4610.0,4621.0,4644.0,4671.0,4689.0,4689.0,4712.0,4729.0,4743.0,4765.0,4796.0,4809.0,4809.0,4838.0,4868.0,4884.0,4904.0,4927.0,4949.0,4949.0,4966.0,4977.0,4992.0,4999.0
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,9.0,16.0,16.0,16.0,17.0,33.0,36.0,50.0,80.0,98.0,108.0,131.0,152.0,162.0,208.0,215.0,268.0,312.0,363.0,416.0,463.0,581.0,581.0,763.0,822.0,910.0,993.0,1165.0,1228.0,1301.0,1387.0,1481.0,1606.0,1771.0,1905.0,1960.0,2064.0,2286.0,2584.0,2763.0,2870.0,3221.0,3221.0,3351.0,3557.0,3726.0,5847.0,6613.0,6613.0,7142.0,7366.0,7572.0,7854.0,8133.0,8285.0,8534.0,8790.0,8952.0,9266.0,9557.0,10559.0,10893.0,11075.0,11224.0,11474.0,11736.0,11919.0,12007.0,12158.0,12208.0,12318.0,12541.0,12754.0,13084.0,13320.0,14025.0,14133.0,14216.0,14293.0,14605.0,14957.0,15138.0,15338.0,15551.0,16006.0,16223.0,16357.0,16666.0,17142.0,17280.0,17580.0,17904.0,18141.0,18392.0,18602.0,18943.0,19489.0,19564.0,20056.0,20426.0,20830.0,20996.0,21459.0,22441.0,23134.0,23459.0,23636.0,24423.0,24607.0,25094.0,25561.0,25976.0,26466.0,26905.0,27625.0,27980.0,28603.0,30204.0,32014.0,33947.0
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,54.0,58.0,65.0,65.0,100.0,100.0,100.0,100.0,140.0,339.0,368.0,411.0,501.0,597.0,696.0,780.0,838.0,838.0,1008.0,1061.0,1150.0,1207.0,1262.0,1328.0,1366.0,1366.0,1366.0,1557.0,1557.0,1557.0,1558.0,1913.0,2132.0,3300.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3433.0,3457.0,3557.0,3557.0,3557.0,3557.0,3560.0,18003.0,18003.0,18425.0,18425.0,19190.0,19190.0,19592.0,19592.0,20019.0,20019.0,20019.0,20568.0,21020.0,21020.0,21020.0,21020.0,21862.0,21862.0,22679.0,22865.0,23064.0,23349.0,23684.0,23881.0,24123.0,24446.0,24446.0,24991.0,24991.0,24991.0,24991.0,26097.0,26493.0,26920.0,27058.0,27430.0,27594.0,27887.0,28032.0,28391.0,28507.0,28722.0,28872.0,29071.0,29071.0,29184.0,29577.0,30107.0,30283.0,30369.0,30484.0,30641.0,31260.0,31404.0,31757.0,31901.0,31955.0,32725.0,33125.0,33455.0,34544.0,34544.0,34896.0,34896.0,35283.0,35572.0
Egypt,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,27.0,27.0,27.0,27.0,21.0,27.0,32.0,32.0,32.0,39.0,41.0,56.0,68.0,80.0,95.0,102.0,116.0,121.0,132.0,150.0,157.0,179.0,201.0,216.0,241.0,247.0,259.0,276.0,305.0,348.0,384.0,426.0,589.0,589.0,589.0,589.0,596.0,646.0,701.0,732.0,821.0,870.0,935.0,1004.0,1075.0,1114.0,1176.0,1236.0,1304.0,1335.0,1381.0,1460.0,1522.0,1562.0,1632.0,1730.0,1815.0,1887.0,1945.0,2002.0,2075.0,2172.0,2326.0,2486.0,2626.0,2799.0,2950.0,3172.0,3440.0,3742.0,3994.0,4217.0,4374.0,4628.0,4807.0,4900.0,5027.0,5205.0,5359.0,5511.0,5693.0,6037.0,6447.0,6827.0,7350.0,7756.0,8158.0,8538.0,8961.0,9375.0,9786.0,10289.0,10691.0,11108.0,11529.0,11931.0,12329.0,12730.0,13141.0,13528.0,13928.0,14327.0,14736.0,15133.0,15535.0,15935.0,16338.0,16737.0,17140.0,17539.0,17951.0,18460.0,18881.0,19288.0,19690.0,20103.0,20726.0,21238.0,21718.0,22241.0,22753.0,23274.0,23876.0,24419.0,24975.0,25544.0,26135.0,26691.0,27302.0,27868.0,28380.0,28924.0,29473.0,30075.0,31066.0,31970.0,32903.0,33831.0,34838.0,35959.0,37025.0
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,9.0,14.0,15.0,19.0,21.0,22.0,25.0,30.0,33.0,38.0,43.0,44.0,46.0,48.0,63.0,67.0,75.0,75.0,83.0,89.0,97.0,106.0,119.0,124.0,141.0,154.0,180.0,205.0,219.0,252.0,257.0,276.0,293.0,325.0,349.0,374.0,405.0,417.0,441.0,464.0,474.0,502.0,537.0,544.0,570.0,570.0,633.0,772.0,787.0,891.0,1002.0,1015.0,1031.0,1040.0,1063.0,1160.0,1186.0,1214.0,1249.0,1281.0,1305.0,1379.0,1419.0,1438.0,1504.0,1587.0,1738.0,1846.0,1926.0,2041.0,2137.0,2235.0,2310.0,2449.0,2535.0,2655.0,2814.0,2924.0,3116.0,3291.0,3447.0,3557.0,3648.0,3770.0,3964.0,4115.0,4268.0,4434.0,4573.0,4730.0,4929.0,5133.0,5289.0,5428.0,5516.0,5634.0,5732.0,5919.0,6120.0,6257.0,6422.0,6560.0,6705.0,6831.0,6965.0,7119.0,7276.0,7415.0,7549.0,7648.0,7778.0,7903.0,8071.0
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0,842.0
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,6.0,6.0,11.0,13.0,13.0,13.0,19.0,19.0,26.0,26.0,26.0,26.0,26.0,30.0,30.0,30.0,37.0,37.0,37.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,53.0,53.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,149.0,155.0,155.0,155.0,155.0,155.0,155.0,189.0,189.0,189.0,189.0,191.0,191.0,191.0
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,8.0,11.0,20.0,20.0,20.0,26.0,33.0,45.0,48.0,59.0,62.0,62.0,69.0,72.0,83.0,93.0,93.0,98.0,102.0,115.0,117.0,133.0,145.0,162.0,164.0,165.0,169.0,184.0,192.0,206.0,228.0,233.0,233.0,240.0,236.0,249.0,253.0,256.0,259.0,259.0,261.0,264.0,273.0,704.0,747.0,750.0,751.0,777.0,777.0,909.0,923.0,934.0,938.0,938.0,938.0,956.0,1488.0,1508.0,1526.0,1532.0,1538.0,1552.0,1561.0,1574.0,1610.0,1622.0,1624.0,1625.0,1632.0,1650.0,1663.0,1667.0,1675.0,1681.0,1683.0,1684.0,1690.0,1697.0,1703.0,1705.0,1705.0,1717.0,1728.0,1743.0,1748.0,1755.0,1758.0,1764.0,1765.0,1771.0,1783.0,1790.0,1797.0,1812.0,1818.0,1818.0,1829.0,1836.0,1842.0,1859.0,1870.0,1874.0,1875.0,1880.0,1882.0,1889.0,1894.0,1895.0,1895.0,1895.0,1897.0,1901.0,1904.0,1910.0,1912.0,1912.0,1912.0,1912.0,1912.0,1912.0,1915.0,1915.0,1922.0,1923.0,1924.0,1926.0
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,27.0,28.0,28.0,48.0,51.0,66.0,72.0,73.0,78.0,87.0,97.0,112.0,119.0,119.0,156.0,158.0,164.0,168.0,168.0,168.0,168.0,189.0,194.0,198.0,201.0,201.0,221.0,224.0,225.0,229.0,232.0,236.0,238.0,246.0,247.0,249.0,249.0,259.0,262.0,267.0,276.0,285.0,285.0,291.0,319.0,331.0,347.0,367.0,370.0,372.0,380.0,408.0,418.0,452.0,515.0,535.0,547.0,564.0,570.0,588.0,609.0,633.0,656.0,668.0,688.0,695.0,724.0,736.0,769.0,788.0,822.0,850.0,855.0,876.0,882.0,929.0,940.0,986.0,1025.0,1025.0,1070.0
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,21.0,21.0,25.0,29.0,41.0,50.0,50.0,58.0,59.0,66.0,69.0,75.0,75.0,91.0,93.0,93.0,95.0,97.0,99.0,105.0,106.0,108.0,108.0,112.0,113.0,113.0,116.0,120.0,122.0,123.0,128.0,151.0,152.0,159.0,167.0,181.0,191.0,197.0,208.0,209.0,217.0,231.0,246.0,250.0,262.0,281.0,344.0,361.0,379.0,401.0,434.0,451.0,495.0,545.0,620.0,738.0,849.0,934.0,1029.0,1122.0,1213.0,1297.0,1412.0,1486.0,1544.0,1688.0,2015.0,2132.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,2430.0,5448.0,5506.0,5645.0,5785.0,5966.0,6216.0,6386.0,6526.0,6685.0
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,8.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Finland,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1700.0,1700.0,1700.0,1700.0,2000.0,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,2800.0,2800.0,3000.0,3000.0,3000.0,3000.0,3500.0,3500.0,3500.0,3500.0,4000.0,4000.0,4000.0,4000.0,4300.0,4300.0,4300.0,5000.0,5000.0,5000.0,5000.0,5000.0,4800.0,4800.0,4800.0,4800.0,4800.0,5100.0,5100.0,5100.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6200.0,6400.0,6400.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6880.0,6880.0,6880.0,6880.0,6880.0,6880.0,6880.0,6920.0,6920.0,6920.0,6920.0,6920.0,6920.0,6920.0,6950.0
France,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2201.0,2207.0,3288.0,3907.0,4955.0,5707.0,5724.0,7226.0,7964.0,9513.0,11053.0,12548.0,14135.0,15572.0,16349.0,17428.0,19523.0,21452.0,23413.0,25195.0,26663.0,27469.0,28001.0,29098.0,31470.0,33327.0,35006.0,36587.0,37183.0,38036.0,39819.0,41326.0,42762.0,44271.0,45372.0,45681.0,46293.0,47775.0,49118.0,50380.0,51124.0,50663.0,50885.0,51476.0,52842.0,54079.0,55191.0,55892.0,56148.0,56327.0,56835.0,57898.0,58786.0,59719.0,60562.0,60562.0,61327.0,61843.0,62678.0,63472.0,63976.0,63986.0,63988.0,64735.0,65317.0,65997.0,66702.0,67309.0,67921.0,68386.0,68473.0,68558.0,68930.0,69573.0,70094.0,70622.0,70924.0,70961.0,71182.0,71626.0,71952.0,72269.0,72695.0,72931.0,72982.0,73168.0,73459.0,73791.0,74011.0,74241.0,74436.0,74496.0,74736.0,74995.0,75251.0,75475.0,75773.0,75773.0,75774.0,76124.0,76399.0,76674.0,76927.0,77185.0,77185.0,77185.0,77444.0,77780.0,77780.0,78295.0,78513.0,78513.0,78513.0,78722.0,78722.0,78945.0,79161.0,79371.0,79371.0,79371.0,79668.0,79861.0,80084.0,80600.0,80943.0,80945.0,80945.0,81212.0,81441.0,81443.0
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,7.0,7.0,7.0,16.0,24.0,24.0,26.0,30.0,30.0,43.0,53.0,67.0,67.0,67.0,85.0,85.0,93.0,93.0,93.0,110.0,110.0,110.0,110.0,127.0,137.0,152.0,182.0,219.0,244.0,244.0,301.0,318.0,365.0,365.0,402.0,459.0,459.0,562.0,593.0,631.0,668.0,709.0,722.0,722.0,722.0,779.0,801.0,818.0,833.0,833.0,833.0,833.0,938.0,978.0,1024.0,1024.0,1024.0,1024.0,1334.0,1432.0,1505.0,1657.0,1750.0,1750.0,1750.0,2002.0,2107.0,2177.0,2270.0,2327.0,2327.0,2327.0,2420.0,2420.0,2508.0,2508.0,2555.0,2555.0,2555.0,2574.0,2574.0,2682.0,2682.0,3004.0,3004.0,3004.0,3475.0,3475.0,3664.0,3664.0,3865.0,3865.0,3865.0,4034.0,4034.0,4235.0,4235.0,4463.0,4463.0,4463.0,4682.0,4682.0,4943.0
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,17.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,49.0,49.0,57.0,57.0,57.0,58.0,60.0,60.0,60.0,66.0,66.0,66.0
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,10.0,11.0,14.0,14.0,18.0,20.0,21.0,23.0,26.0,28.0,36.0,36.0,39.0,46.0,50.0,51.0,54.0,60.0,67.0,68.0,69.0,71.0,76.0,79.0,86.0,93.0,95.0,97.0,107.0,111.0,132.0,139.0,149.0,156.0,168.0,178.0,184.0,207.0,207.0,223.0,223.0,240.0,269.0,275.0,288.0,297.0,309.0,317.0,349.0,372.0,383.0,393.0,419.0,425.0,432.0,456.0,475.0,485.0,495.0,509.0,522.0,526.0,537.0,557.0,573.0,576.0,600.0,605.0,624.0,634.0,640.0,644.0,650.0,663.0,674.0,683.0,686.0,690.0,694.0,697.0,702.0,703.0,704.0,724.0,731.0,739.0,741.0,752.0,755.0,761.0,768.0,771.0,776.0,780.0,781.0,785.0,791.0,794.0,794.0,817.0,821.0,825.0,828.0,830.0,838.0,841.0,844.0,846.0,851.0,857.0,857.0,870.0,873.0,883.0,885.0,895.0,899.0,900.0,903.0,907.0,911.0,912.0,917.0,920.0,922.0,927.0,929.0
